Timestamp,Disease,Split_Salt,Config_Used,Best_GP_Formula,Best_GP_AUC_PR,Best_GP_AUC_ROC,Num_Features_Best,Baseline_AUC_PR_At_K,Delta_vs_Baseline_K,Winning_Generation,Total_Generations,Beats_Baseline,CV_AUC_PR_Mean,CV_AUC_PR_Std,CV_AUC_PR_CI95_Low,CV_AUC_PR_CI95_High,CV_Selected,Frozen_Test_AUC_PR_Final,Seed_File,Seed_Count_Used,auc_pr,auc_roc,AUC_PR_CI_Low,AUC_PR_CI_High,AUC_ROC_CI_Low,AUC_ROC_CI_High
2026-06-08 00:12:57,crhn,,small,"mul(mcv, mul(sqrt(mcv), mul(sqrt(mcv), mul(sqrt(mcv), mul(mul(sqrt(mcv), mul(sqrt(mcv), mul(sqrt(mcv), mul(sqrt(mcv), div(rdw, plt))))), div(rdw, plt))))))",0.0193,0.5854,3,0.0145,0.0048,3,8,True,0.022537,0.008983,0.00493,0.040144,False,,gemini_25_pro.csv,30,0.0193,0.5854,,,,
2026-06-08 00:12:57,crhn,,medium,"neg(mul(add(mcv, add(mcv, plt)), mul(mul(mcv, div(rdw, plt)), mul(mcv, mul(sqrt(add(lym_pct, plt)), mul(mul(mcv, div(rdw, plt)), sqrt(log(log(hgb)))))))))",0.0203,0.5895,5,0.0173,0.003,1,11,True,0.025127,0.005859,0.013644,0.03661,False,,gemini_25_pro.csv,90,0.0203,0.5895,,,,
2026-06-08 00:12:57,crhn,,large,"mul(mul(rdw, mcv), neg(sqrt(div(div(add(wbc, mch), add(plt, hgb)), add(neut_pct, mul(div(sub(plt, mul(div(sub(plt, div(add(sqrt(div(add(neut_pct, mul(div(sub(plt, hgb), add(eos_pct, plt)), neg(mchc))), sqrt(div(wbc, mul(rdw, div(add(neut_pct, mul(div(sub(plt, hgb), add(eos_pct, plt)), neg(mchc))), sqrt(div(wbc, mul(rdw, mcv))))))))), mch), sqrt(div(mul(div(div(sub(sub(plt, div(add(neut_pct, mul(div(sub(plt, hgb), plt), neg(mchc))), sqrt(div(wbc, mul(rdw, mcv))))), mcv), mul(rdw, mcv)), mul(rdw, mcv)), neg(mchc)), mul(rdw, mcv))))), plt), neg(mchc))), mul(rdw, mcv)), mul(div(sub(plt, hgb), mul(rdw, mcv)), neg(mchc))))))))",0.0287,0.5646,9,0.0193,0.0094,9,29,True,0.038246,0.015354,0.008153,0.06834,True,0.0148,gemini_25_pro.csv,150,0.0133,0.5707,0.0087,0.0247,0.493,0.6485
2026-06-08 00:27:18,crhn,,small,"mul(sqrt(add(sub(rdw, add(rbc, mchc)), mchc)), neg(mul(sqrt(mul(rbc, plt)), sub(rdw, add(sqrt(sub(rdw, add(sqrt(rbc), mchc))), mchc)))))",0.0354,0.6162,4,0.0153,0.0201,15,19,True,0.01768,0.004352,0.00915,0.02621,False,,gpt4o_deep_research.csv,30,0.0354,0.6162,,,,
2026-06-08 00:27:18,crhn,,medium,"mul(sqrt(log(log(log(hgb)))), mul(sqrt(log(log(log(hgb)))), mul(sqrt(log(log(log(log(log(hgb)))))), sub(mul(rbc, plt), mul(wbc, mcv)))))",0.0191,0.5896,5,0.0173,0.0018,0,10,True,0.024844,0.010723,0.003827,0.045861,False,,gpt4o_deep_research.csv,90,0.0191,0.5896,,,,
2026-06-08 00:27:18,crhn,,large,"sub(add(div(mcv, div(plt, rdw)), log(add(div(rdw, sqrt(sqrt(div(div(plt, rdw), div(plt, add(div(rdw, sqrt(div(mcv, div(plt, div(plt, rdw))))), div(add(div(rdw, sqrt(div(mcv, rdw))), div(plt, rdw)), rdw))))))), div(plt, rdw)))), log(div(mcv, div(plt, rdw))))",0.0246,0.604,3,0.0145,0.0101,2,22,True,0.029467,0.008495,0.012818,0.046117,True,0.0144,gpt4o_deep_research.csv,150,0.0144,0.5894,0.0094,0.0253,0.5127,0.666
2026-06-08 00:41:30,crhn,,small,"mul(div(sub(plt, mcv), add(add(add(add(add(add(add(add(plt, add(rbc, mchc)), wbc), wbc), wbc), wbc), wbc), wbc), wbc)), add(rbc, mchc))",0.0336,0.5906,5,0.0173,0.0163,6,11,True,0.020037,0.007173,0.005978,0.034096,False,,scispace_agent.csv,30,0.0336,0.5906,,,,
2026-06-08 00:41:30,crhn,,medium,"div(div(mul(sub(neg(mul(wbc, mchc)), div(add(rbc, plt), neg(0.519))), neg(div(sqrt(neg(mul(mul(div(sqrt(mul(sqrt(neg(mul(sqrt(neg(mul(div(sqrt(neg(mchc)), mcv), neg(mchc)))), neg(mchc)))), neg(mchc))), mcv), neg(mchc)), neg(mchc)))), mcv))), mcv), mcv)",0.0235,0.6063,5,0.0173,0.0062,2,12,True,0.025448,0.009743,0.006351,0.044545,False,,scispace_agent.csv,90,0.0235,0.6063,,,,
2026-06-08 00:41:30,crhn,,large,"div(div(div(mul(sub(log(neg(rdw)), div(add(sub(neg(mul(wbc, mchc)), div(add(div(plt, log(neg(rdw))), plt), neg(0.519))), plt), neg(0.519))), log(div(mul(div(plt, mcv), log(neg(rdw))), mcv))), mcv), mcv), mcv)",0.0248,0.614,5,0.0173,0.0075,3,23,True,0.030578,0.01028,0.010429,0.050726,True,0.0121,scispace_agent.csv,150,0.0148,0.581,0.0092,0.0339,0.5095,0.6534
2026-06-21 11:33:47,crhn,seed3,small,"div(hct, hgb)",0.0148,0.6215,2,0.0147,0.0001,0,5,False,0.010032,0.004577,0.001061,0.019003,False,,gemini_25_pro.csv,30,0.0148,0.6215,,,,
2026-06-21 11:33:47,crhn,seed3,medium,"div(div(div(hct, hgb), mul(div(mcv, mchc), div(sqrt(div(div(mcv, mchc), mchc)), plt))), mul(div(div(mcv, mchc), mchc), div(sqrt(sub(rbc, plt)), plt)))",0.0188,0.6647,6,0.0181,0.0007,4,14,True,0.027402,0.012618,0.00267,0.052134,True,0.0152,gemini_25_pro.csv,90,0.024,0.6044,0.0102,0.0714,0.5304,0.6793
2026-06-21 11:33:47,crhn,seed3,large,"mul(log(mul(div(plt, add(mcv, neg(mchc))), log(mul(plt, mchc)))), mchc)",0.0189,0.6316,3,0.0154,0.0035,3,23,True,0.021373,0.008969,0.003794,0.038952,False,,gemini_25_pro.csv,150,0.0189,0.6316,,,,
2026-06-21 11:37:37,crhn,seed2,small,"mul(mcv, mul(mcv, mul(sqrt(mcv), mul(mcv, div(rdw, plt)))))",0.0261,0.6731,3,0.0155,0.0106,5,10,True,0.021948,0.011544,-0.000678,0.044574,False,,gemini_25_pro.csv,30,0.0261,0.6731,,,,
2026-06-21 11:37:37,crhn,seed2,medium,"add(mul(neg(mchc), sqrt(neg(mul(sub(plt, -0.612), neg(mchc))))), add(add(neut_pct, plt), add(add(neut_pct, plt), sqrt(neg(mul(sub(plt, neg(mchc)), neg(mchc)))))))",0.0172,0.659,3,0.0155,0.0017,0,10,False,0.026925,0.01651,-0.005435,0.059285,False,,gemini_25_pro.csv,90,0.0172,0.659,,,,
2026-06-21 11:37:37,crhn,seed2,large,"mul(log(mul(plt, log(div(add(sqrt(hct), mul(sqrt(eos_pct), mul(mchc, plt))), mul(div(mul(add(sqrt(plt), mul(sqrt(eos_pct), mul(neut_pct, plt))), mul(div(neg(rbc), sqrt(baso_pct)), sqrt(eos_pct))), sqrt(baso_pct)), neg(rbc)))))), sqrt(mchc))",0.022,0.6913,7,0.0191,0.0029,7,27,True,0.027483,0.017516,-0.006847,0.061814,True,0.0144,gemini_25_pro.csv,150,0.0089,0.5076,0.0062,0.0136,0.4338,0.5823
